time,open,high,low,close
2020-01-09T09:00:00Z,7934.15,7934.15,7856.36,7869.41
2020-01-09T10:00:00Z,7869.41,7934.82,7856.31,7885.33
2020-01-09T11:00:00Z,7887.73,7897.4,7852.58,7873.05
2020-01-09T12:00:00Z,7873.05,7908.96,7865.03,7893.71
2020-01-09T13:00:00Z,7893.72,7943.2,7885.11,7890
2020-01-09T14:00:00Z,7889.99,7913.65,7871.2,7879.15
2020-01-09T15:00:00Z,7880.04,7925,7879.16,7899.51
2020-01-09T16:00:00Z,7899.5,7916.31,7803.28,7816.23
2020-01-09T17:00:00Z,7816.22,7842.69,7777,7790.97
2020-01-09T18:00:00Z,7790.97,7825.5,7782.57,7810.34
2020-01-09T19:00:00Z,7810.34,7950,7809.12,7916.51
2020-01-09T20:00:00Z,7915.65,7995.72,7800,7815.09
2020-01-09T21:00:00Z,7809.15,7840,7744.48,7785
2020-01-09T22:00:00Z,7785,7870.03,7784.99,7804.99
2020-01-09T23:00:00Z,7804.99,7827.65,7784.64,7813.78
2020-01-10T00:00:00Z,7813.78,7845.69,7809.51,7814.61
2020-01-10T01:00:00Z,7815.36,7833.79,7780.84,7794.99
2020-01-10T02:00:00Z,7794.99,7816.76,7787.66,7791.74
2020-01-10T03:00:00Z,7791.65,7811.9,7763.96,7805.71
2020-01-10T04:00:00Z,7805.85,7806.78,7757.93,7786.01
2020-01-10T05:00:00Z,7786.01,7786.01,7721.12,7737.42
2020-01-10T06:00:00Z,7735.84,7766.56,7711.22,7733.4
2020-01-10T07:00:00Z,7733.39,7739.71,7711.01,7735.58
2020-01-10T08:00:00Z,7735.58,7735.58,7678,7698.01
2020-01-10T09:00:00Z,7700.6,7741.73,7687.75,7714.82
2020-01-10T10:00:00Z,7714.82,7771.02,7671,7763.57
2020-01-10T11:00:00Z,7763.57,7846.13,7762.94,7831
2020-01-10T12:00:00Z,7831.01,7887.72,7797.84,7885.53
2020-01-10T13:00:00Z,7885.32,7936.46,7857.97,7862.38
2020-01-10T14:00:00Z,7859.95,7977.35,7845.01,7973.24
2020-01-10T15:00:00Z,7971.71,8094.18,7947,8058.59
2020-01-10T16:00:00Z,8058.88,8132.01,7930.95,7952.9
2020-01-10T17:00:00Z,7950.88,7974.9,7912.15,7964.24
2020-01-10T18:00:00Z,7964.24,8109.73,7964.24,8023.42
2020-01-10T19:00:00Z,8023.42,8130,7975,8065.5
2020-01-10T20:00:00Z,8065.51,8100,8041.08,8074.88
2020-01-10T21:00:00Z,8074.48,8133.67,8023.87,8046.47
2020-01-10T22:00:00Z,8046.48,8102.58,7985,8092.47
2020-01-10T23:00:00Z,8092.43,8199.77,8066.09,8198.09
2020-01-11T00:00:00Z,8198.09,8205,8133.44,8170.55
2020-01-11T01:00:00Z,8172.74,8262.78,8170.68,8206.02
2020-01-11T02:00:00Z,8206.02,8213.86,8159.07,8206.44
2020-01-11T03:00:00Z,8206,8206.44,8135,8159.83
2020-01-11T04:00:00Z,8158.61,8178.67,8103.36,8116.09
2020-01-11T05:00:00Z,8116.09,8116.09,8048.53,8086.54
2020-01-11T06:00:00Z,8086.54,8130.67,8063.1,8115.2
2020-01-11T07:00:00Z,8115.21,8145.61,8061.43,8074.79
2020-01-11T08:00:00Z,8073.13,8097.65,8038,8054.66
2020-01-11T09:00:00Z,8054.66,8122,8054.64,8109.53
2020-01-11T10:00:00Z,8110.95,8110.95,8045.67,8050.94
2020-01-11T11:00:00Z,8050.43,8071.09,8011.56,8037
2020-01-11T12:00:00Z,8037,8065.21,8017.12,8052.3
2020-01-11T13:00:00Z,8054.88,8098.22,8047.37,8085.41
2020-01-11T14:00:00Z,8085.41,8112.32,8050,8050
2020-01-11T15:00:00Z,8050.01,8095.33,8050,8092.61
2020-01-11T16:00:00Z,8092.6,8175,8061.56,8168.83
2020-01-11T17:00:00Z,8168.75,8225.09,8150.03,8155.75
2020-01-11T18:00:00Z,8155.75,8185.67,8123.69,8162.14
2020-01-11T19:00:00Z,8162.13,8174.17,8134.67,8150.02
2020-01-11T20:00:00Z,8148.4,8184.14,8141.93,8163.15
2020-01-11T21:00:00Z,8160.9,8290,8053,8101.99
2020-01-11T22:00:00Z,8101.99,8103.47,8023.59,8073.78
2020-01-11T23:00:00Z,8076.25,8077.85,8000.01,8020
2020-01-12T00:00:00Z,8017.47,8073.09,7963.25,8062.66
2020-01-12T01:00:00Z,8062.48,8087.5,8034.99,8063.76
2020-01-12T02:00:00Z,8062.95,8106.19,8050,8091.52
2020-01-12T03:00:00Z,8091.72,8106.7,8060.04,8088.19
2020-01-12T04:00:00Z,8088.19,8100,8062.94,8066.52
2020-01-12T05:00:00Z,8067.07,8102.91,8067.07,8101.53
2020-01-12T06:00:00Z,8101.53,8149.49,8081.62,8081.63
2020-01-12T07:00:00Z,8081.63,8104.21,8078.79,8092.94
2020-01-12T08:00:00Z,8092.82,8140,8082.06,8134.03
2020-01-12T09:00:00Z,8134.03,8154,8117.84,8128
2020-01-12T10:00:00Z,8127.99,8135.25,8092.9,8118.53
2020-01-12T11:00:00Z,8118.53,8125.9,8101.03,8103.9
2020-01-12T12:00:00Z,8103.9,8148.31,8103.9,8131.01
2020-01-12T13:00:00Z,8131.01,8164.71,8117.37,8162.86
2020-01-12T14:00:00Z,8160.01,8178.18,8121.32,8132.4
2020-01-12T15:00:00Z,8130.27,8161,8130.27,8146.13
2020-01-12T16:00:00Z,8146.13,8166.81,8094.64,8096.96
2020-01-12T17:00:00Z,8096.96,8185,8070.38,8092.81
2020-01-12T18:00:00Z,8093.36,8124.81,8078.1,8115.54
2020-01-12T19:00:00Z,8115.53,8157.82,8115.53,8125.22
2020-01-12T20:00:00Z,8125.22,8147.11,8125.22,8139.79
2020-01-12T21:00:00Z,8139.78,8143.98,8097,8103.15
2020-01-12T22:00:00Z,8100.8,8160.1,8098.34,8152.96
2020-01-12T23:00:00Z,8152.96,8180.81,8135.86,8180.81
2020-01-13T00:00:00Z,8180.81,8195.81,8137.56,8145.07
2020-01-13T01:00:00Z,8145.07,8157.22,8132.28,8146.16
2020-01-13T02:00:00Z,8146.17,8152.01,8106.43,8109.42
2020-01-13T03:00:00Z,8109.42,8117.18,8085.29,8101.56
2020-01-13T04:00:00Z,8101.54,8113.06,8084.94,8108.78
2020-01-13T05:00:00Z,8108.55,8108.55,8074.98,8082.69
2020-01-13T06:00:00Z,8082.69,8104.68,8041.95,8047.24
2020-01-13T07:00:00Z,8047.23,8074.72,8047.23,8063.74
2020-01-13T08:00:00Z,8063.74,8113.19,8057.3,8113.19
2020-01-13T09:00:00Z,8118.14,8118.15,8072.54,8096.14
2020-01-13T10:00:00Z,8096.14,8113.68,8083.22,8106.52
2020-01-13T11:00:00Z,8108.03,8118.15,8069.63,8070
2020-01-13T12:00:00Z,8066.86,8085.41,8045.07,8080.69
2020-01-13T13:00:00Z,8080.69,8098.71,8071,8073.89
2020-01-13T14:00:00Z,8073.97,8087.47,8061,8082.2
2020-01-13T15:00:00Z,8082.2,8090.32,8063.01,8074.83
2020-01-13T16:00:00Z,8074.82,8099,8061.98,8099
2020-01-13T17:00:00Z,8099,8127.19,8083.56,8088.96
2020-01-13T18:00:00Z,8088.97,8097.5,8081.56,8095.34
2020-01-13T19:00:00Z,8095.34,8119.95,8095.33,8108.48
2020-01-13T20:00:00Z,8107.98,8155,8102.63,8153.94
2020-01-13T21:00:00Z,8153.94,8157.95,8112.53,8130
2020-01-13T22:00:00Z,8129.95,8134.99,8113,8118.43
2020-01-13T23:00:00Z,8118.42,8138.62,8101,8104.5
2020-01-14T00:00:00Z,8105.6,8319.14,8105.23,8271.23
2020-01-14T01:00:00Z,8271.23,8483.43,8271.23,8438.77
2020-01-14T02:00:00Z,8437.73,8437.73,8377.12,8432.57
2020-01-14T03:00:00Z,8432.56,8475.45,8378.04,8465.15
2020-01-14T04:00:00Z,8465.14,8590.38,8465.14,8521.25
2020-01-14T05:00:00Z,8521.26,8540,8462,8483.18
2020-01-14T06:00:00Z,8481.3,8518,8464,8508.42
2020-01-14T07:00:00Z,8507.78,8542.99,8491.84,8505.73
2020-01-14T08:00:00Z,8500.35,8529.94,8496,8505
2020-01-14T09:00:00Z,8505.01,8560.64,8480,8491.79
2020-01-14T10:00:00Z,8492.22,8519.8,8458.21,8515.01
2020-01-14T11:00:00Z,8515.02,8527.84,8493.86,8524.12
2020-01-14T12:00:00Z,8522.81,8610.35,8467.5,8491.39
2020-01-14T13:00:00Z,8491.39,8589,8491.39,8588.68
2020-01-14T14:00:00Z,8588.31,8750,8561.64,8691.73
2020-01-14T15:00:00Z,8691.74,8778.01,8636.14,8686.01
2020-01-14T16:00:00Z,8686,8699.08,8515.75,8683.78
2020-01-14T17:00:00Z,8683.82,8822,8683.82,8784.03
2020-01-14T18:00:00Z,8785.58,8859.17,8678.77,8782.55
2020-01-14T19:00:00Z,8780.12,8783.31,8699.37,8780
2020-01-14T20:00:00Z,8779.99,8779.99,8684,8691.71
2020-01-14T21:00:00Z,8692.7,8760.02,8671.01,8737.22
2020-01-14T22:00:00Z,8737.21,8785.94,8729.59,8744.12
2020-01-14T23:00:00Z,8743.99,8893.69,8727.86,8815.69
2020-01-15T00:00:00Z,8812.58,8900,8708.86,8775.01
2020-01-15T01:00:00Z,8774.23,8800,8714.01,8766.86
2020-01-15T02:00:00Z,8768.15,8821,8757.99,8805.17
2020-01-15T03:00:00Z,8805.16,8806.68,8720,8720.01
2020-01-15T04:00:00Z,8720,8727.52,8565.46,8583.65
2020-01-15T05:00:00Z,8583.3,8649.99,8550,8604.36
2020-01-15T06:00:00Z,8602.87,8666.09,8592.64,8659.71
2020-01-15T07:00:00Z,8659.72,8665.71,8602.54,8607.92
2020-01-15T08:00:00Z,8605.37,8655.22,8592,8621.61
2020-01-15T09:00:00Z,8621.6,8755.33,8621.6,8733.28
2020-01-15T10:00:00Z,8733.28,8797.63,8703.54,8784.94
2020-01-15T11:00:00Z,8784.93,8792.15,8709.15,8714.07
2020-01-15T12:00:00Z,8717.09,8779.9,8706.39,8753.53
2020-01-15T13:00:00Z,8753.54,8899,8753.53,8884.64
2020-01-15T14:00:00Z,8880.05,8889.67,8734.2,8844.12
2020-01-15T15:00:00Z,8845.98,8850.87,8726.46,8745.03
2020-01-15T16:00:00Z,8745.41,8804,8658,8766.8
2020-01-15T17:00:00Z,8766.8,8788,8718,8783.08
2020-01-15T18:00:00Z,8783.08,8783.1,8706.42,8737
2020-01-15T19:00:00Z,8737,8765.97,8730.43,8750.88
2020-01-15T20:00:00Z,8750.91,8827.25,8727.88,8808.89
2020-01-15T21:00:00Z,8808.88,8842.92,8780.67,8825.78
2020-01-15T22:00:00Z,8825.78,8852.26,8800,8848.72
2020-01-15T23:00:00Z,8848.72,8864.29,8786,8808.81
2020-01-16T00:00:00Z,8808.81,8850,8705,8748.94
2020-01-16T01:00:00Z,8749.85,8761.03,8605,8650.57
2020-01-16T02:00:00Z,8650.56,8685.15,8600,8645.01
2020-01-16T03:00:00Z,8645,8648.17,8580,8630.35
2020-01-16T04:00:00Z,8630.35,8667.9,8606.38,8640.1
2020-01-16T05:00:00Z,8640.1,8700.52,8639.67,8685.35
2020-01-16T06:00:00Z,8685.33,8704.01,8660,8700.32
2020-01-16T07:00:00Z,8700.31,8700.32,8642.18,8660.02
2020-01-16T08:00:00Z,8660.01,8694.83,8643.18,8656.05
2020-01-16T09:00:00Z,8657.6,8662.92,8593.37,8635.67
2020-01-16T10:00:00Z,8635.68,8649,8590,8646.24
2020-01-16T11:00:00Z,8646.24,8715.01,8616.48,8714.89
2020-01-16T12:00:00Z,8715.07,8772.38,8685.65,8710.73
2020-01-16T13:00:00Z,8712.34,8715.11,8652.46,8687.18
2020-01-16T14:00:00Z,8687.19,8689.35,8630.25,8669
2020-01-16T15:00:00Z,8669,8710.5,8657.75,8700.63
2020-01-16T16:00:00Z,8700.63,8706.7,8602.98,8640.13
2020-01-16T17:00:00Z,8640.11,8702.22,8635.05,8665.59
2020-01-16T18:00:00Z,8665.59,8688.23,8633.13,8666.04
2020-01-16T19:00:00Z,8667.32,8702.27,8662.57,8690.64
2020-01-16T20:00:00Z,8691.88,8743.03,8680.04,8733.4
2020-01-16T21:00:00Z,8735.96,8749.71,8662.05,8677.98
2020-01-16T22:00:00Z,8677.98,8730,8675.65,8710.06
2020-01-16T23:00:00Z,8710.05,8740,8705.84,8714.76
2020-01-17T00:00:00Z,8714.77,8727.57,8665.67,8681.53
2020-01-17T01:00:00Z,8681.54,8720,8668.91,8719.98
2020-01-17T02:00:00Z,8719.98,8761,8705.64,8740.01
2020-01-17T03:00:00Z,8740.01,8824.01,8739.17,8771.98
2020-01-17T04:00:00Z,8772.06,8799.47,8741.29,8798.07
2020-01-17T05:00:00Z,8798.07,8894,8778.77,8888.64
2020-01-17T06:00:00Z,8888.65,8990.61,8847.94,8864.2
2020-01-17T07:00:00Z,8865.44,8932.75,8848.89,8917.99
2020-01-17T08:00:00Z,8916.22,9000,8891.66,8917.51
2020-01-17T09:00:00Z,8919.05,8965.94,8904.49,8952.23
2020-01-17T10:00:00Z,8953.4,9013,8875.09,8912.6
2020-01-17T11:00:00Z,8912.71,8936.05,8880,8891.75
2020-01-17T12:00:00Z,8891.75,8900.05,8785.73,8801
2020-01-17T13:00:00Z,8801.02,8853.46,8795.01,8834.95
2020-01-17T14:00:00Z,8834.95,8835,8766.27,8772.94
2020-01-17T15:00:00Z,8772.93,8850,8768.08,8840.22
2020-01-17T16:00:00Z,8840.22,8909.99,8832.7,8861.98
2020-01-17T17:00:00Z,8864.31,8897,8844.43,8874.38
2020-01-17T18:00:00Z,8874.39,8929.99,8867.31,8909.68
2020-01-17T19:00:00Z,8909.34,8949.39,8800,8864.53
2020-01-17T20:00:00Z,8867.62,8919.08,8853.81,8868.02
2020-01-17T21:00:00Z,8868.02,8918.1,8867.6,8909.1
2020-01-17T22:00:00Z,8909.1,8942.44,8888.2,8929.41
2020-01-17T23:00:00Z,8929.41,8947.5,8890.01,8899.42
2020-01-18T00:00:00Z,8899.42,8974.53,8860.9,8965.86
2020-01-18T01:00:00Z,8965.86,8980,8880.93,8931.35
