time,open,high,low,close,Plot,Plot,Plot,Plot,EMA Small,EMA Big
2024-05-05T19:00:00Z,63948,64024,63863,63888,63844.80060288037,63135.73830926292,62292.75591980013,62167.70505414211,63967.75515762402,63827.66894809709
2024-05-05T20:00:00Z,63880,63880,63610,63747,63835.486259748905,63159.70935595849,62321.55283227934,62183.419431712835,63933.79282568186,63820.33540736099
2024-05-05T21:00:00Z,63736,63867,63624,63867,63838.487568344244,63187.44624396012,62352.15574649163,62200.17147716843,63923.51700634619,63824.57764305545
2024-05-05T22:00:00Z,63866,63890,63722,63863,63840.822085644795,63213.938548118545,62382.0734544819,62216.71703460954,63914.206697677546,63828.07058459586
2024-05-05T23:00:00Z,63867,64236,63844,64021,63857.981887011956,63245.58801681978,62414.52744548226,62234.67009894178,63930.63643649639,63845.60962235987
2024-05-06T00:00:00Z,64024,64344,64024,64225,63892.93599301082,63283.99632988567,62450.37838715588,62254.47437656425,63975.92313857387,63880.09965669079
2024-05-06T01:00:00Z,64230,64499,64105,64166,63918.94208891455,63318.58470910584,62484.35109236071,62273.49453202132,64005.16573263943,63906.09059699163
2024-05-06T02:00:00Z,64166,64237,63852,63852,63912.566651875066,63339.50295580757,62511.43324894763,62289.201054090765,63981.60177377182,63901.17326999239
2024-05-06T03:00:00Z,63852,63948,63745,63887,63910.13173264887,63360.97342812884,62538.67219451302,62305.09955106499,63967.047654730006,63899.88479090217
2024-05-06T04:00:00Z,63887,64182,63780,64159,63933.833472396596,63392.26858781006,62570.75789363158,62323.54632170116,63996.57878477154,63923.44071900198
2024-05-06T05:00:00Z,64163,64342,64041,64190,63958.2302845493,63423.55217260182,62602.822093757684,62342.11800009219,64026.33589480669,63947.67338091089
2024-05-06T06:00:00Z,64168,64446,64141,64243,63985.351209830325,63455.6873815194,62635.30086417832,62361.03224884749,64059.6688340672,63974.52125537354
2024-05-06T07:00:00Z,64242,64568,64182,64546,64038.74633270363,63498.444739106875,62673.13649063024,62382.77322149577,64134.489013441475,64026.4738685214
2024-05-06T08:00:00Z,64550,65513,64497,65156,64145.15144387471,63563.44690620073,62722.30210467717,62410.3675177993,64291.644549835095,64129.15806229218
2024-05-06T09:00:00Z,65149,65356,65107,65151,64240.94654445807,63625.70389027129,62770.39513230732,62437.63749274657,64423.8530806297,64222.052783901985
2024-05-06T10:00:00Z,65173,65276,63844,64033,64221.14211165254,63641.676286731235,62795.397208895294,62453.51174655009,64363.7218374559,64204.86616718362
2024-05-06T11:00:00Z,64042,64358,64020,64220,64221.0333391142,63664.35564803589,62823.60716515479,62471.08874409685,64341.61078553961,64206.24197016693
2024-05-06T12:00:00Z,64244,64313,63356,63556,64157.69683062713,63660.106406936444,62838.10999356757,62481.88388097151,64220.74758776429,64147.12906378812
2024-05-06T13:00:00Z,63578,63982,63452,63880,64131.24951342455,63668.7296850958,62858.741478843454,62495.79548414592,64168.324881954395,64122.844603443744
2024-05-06T14:00:00Z,63867,64221,63234,63285,64050.65432166983,63653.68146215087,62867.182241638635,62503.6482653982,64032.428746269106,64046.676912221585
2024-05-06T15:00:00Z,63320,63753,62931,63644,64011.92533865365,63653.30179696848,62882.564771507175,62514.99504882708,63972.67047761232,64010.069920201444
2024-05-06T16:00:00Z,63630,63755,63114,63205,63935.075306400926,63635.72133434226,62888.94962751694,62521.86076973427,63854.567327210425,63936.88174563768
2024-05-06T17:00:00Z,63192,63500,62976,63164,63861.63956293417,63617.2224584857,62894.39616954631,62528.25021481154,63748.32619994728,63866.61976876153
2024-05-06T18:00:00Z,63176,63527,62973,63400,63817.67389027377,63608.70393070195,62904.408126584996,62536.92434202734,63694.73755380155,63824.199789783204
2024-05-06T19:00:00Z,63391,63405,62720,63193,63758.18113881913,63592.401815772464,62910.12281714767,62543.452458027066,63617.547160909,63766.81799071201
2024-05-06T20:00:00Z,63218,63398,63039,63307,63715.21150655064,63581.20958770296,62917.981771263556,62551.0499460069,63569.77067461531,63725.01635519273
2024-05-06T21:00:00Z,63294,63610,63294,63540,63698.52469640296,63579.5935254401,62930.2989639118,62560.8902450516,63565.190570828345,63708.196686538846
2024-05-06T22:00:00Z,63525,63573,63416,63505,63680.09377293601,63576.66828914833,62941.6791824482,62570.28437196651,63555.9304830086,63689.72426048986
2024-05-06T23:00:00Z,63489,63500,63135,63164,63630.94198503734,63560.48521898565,62946.08157487497,62576.1919901559,63495.63348562266,63641.93114589987
2024-05-07T00:00:00Z,63159,63670,62962,63548,63623.042748367116,63559.99560255484,62958.00075161012,62585.86172159714,63503.68987244994,63633.39195081806
2024-05-07T01:00:00Z,63541,63951,63487,63891,63648.56248661787,63572.97616716053,62976.475984251505,62598.84817212851,63563.27604591918,63656.81086438006
2024-05-07T02:00:00Z,63874,63924,63622,63700,63653.461297416165,63577.95749393855,62990.80319248415,62609.8049067342,63584.31050039315,63660.73714943642
2024-05-07T03:00:00Z,63694,63710,62864,63243,63614.36974528129,63564.82190594096,62995.79718867258,62616.10535542341,63531.801192640356,63622.7610449422
2024-05-07T04:00:00Z,63242,63466,63105,63466,63600.23929334974,63560.946537080534,63005.10813543154,62624.56201855352,63521.677932234146,63608.51004085654
2024-05-07T05:00:00Z,63447,63715,63249,63510,63591.64507493548,63558.94863366561,63015.10599413586,62633.37234672712,63519.88132727505,63599.55458259686
2024-05-07T06:00:00Z,63559,63713,63409,63638,63596.059829703525,63562.048687247356,63027.44052890545,62643.36864178456,63538.05343077119,63603.049620542595
2024-05-07T07:00:00Z,63631,63894,63560,63686,63604.625560207955,63566.90952304158,63040.481310511284,62653.74308315984,63560.81444142178,63610.590564129634
2024-05-07T08:00:00Z,63673,64389,63610,64228,63663.994554473866,63592.83463978505,63063.996532085315,62669.407331088594,63663.45837351074,63666.7186946633
2024-05-07T09:00:00Z,64234,64367,64082,64129,63708.28078738112,63613.860732342495,63085.08570966779,62683.930641227016,63735.08016220139,63708.74426787573
2024-05-07T10:00:00Z,64126,64172,63775,64097,63745.30166477339,63632.80737028985,63105.123616407036,62697.9910328566,63790.76013724733,63744.04024352339
2024-05-07T11:00:00Z,64092,64130,63386,63496,63721.55864908069,63627.44237537652,63112.863742814814,62705.93142058937,63745.412423824666,63721.49113047581
2024-05-07T12:00:00Z,63497,63760,63482,63663,63715.981634882526,63628.83679202842,63123.75753008581,62715.45449103126,63732.7335893901,63716.173754978015
2024-05-07T13:00:00Z,63665,63722,63136,63207,63667.50719346514,63612.29417273319,63125.40589582668,62720.345491120504,63651.85149871471,63669.885231798195
2024-05-07T14:00:00Z,63207,64059,63090,64041,63703.07793694465,63629.10616595934,63143.536472146945,62733.486332004875,63711.720498912444,63703.622937998356
2024-05-07T15:00:00Z,64041,64309,63606,63726,63705.260990568975,63632.905924157014,63155.07040339156,62743.362089895374,63713.9173452336,63705.65721636214
2024-05-07T16:00:00Z,63738,63882,63500,63622,63697.33137241955,63632.47824085674,63164.31653401747,62752.10475566756,63699.776215197664,63698.05201487467
2024-05-07T17:00:00Z,63632,63648,63331,63383,63667.39505123673,63622.69478043099,63168.64689968049,62758.38232028778,63651.04141285956,63669.41092261334
2024-05-07T18:00:00Z,63384,63397,62818,63165,63619.5479034999,63604.74596551213,63168.57468384523,62762.4282673496,63576.26581088117,63623.55538419394
2024-05-07T19:00:00Z,63167,63257,62969,63067,63566.92429364277,63583.65788843322,63166.56330396711,62765.45883185358,63497.91722459176,63572.95944017631
2024-05-07T20:00:00Z,63043,63186,62895,62977,63510.74102758156,63559.867383004465,63162.80957517568,62767.56371909882,63417.7761131161,63518.78130925119
2024-05-07T21:00:00Z,62969,63156,62833,63073,63469.05140590712,63540.77454445527,63161.031167746456,62770.602886072964,63364.733634175165,63478.255735682906
2024-05-07T22:00:00Z,63069,63105,62756,62854,63410.47508153501,63513.84220937859,63154.95134264257,62771.43270810209,63286.159228917444,63421.50521425719
2024-05-07T23:00:00Z,62848,62874,62278,62320,63306.62031186501,63467.024867834334,63138.41765268925,62766.94084035978,63137.51934754553,63321.36837659744
2024-05-08T00:00:00Z,62310,62690,62151,62587,63238.08504406834,63432.514088703574,63127.498491249855,62765.1503842368,63052.82406330776,63254.607615088586
2024-05-08T01:00:00Z,62586,62690,62438,62508,63168.553135109454,63396.25863424461,63115.231194393426,62762.591673945884,62969.004976645025,63186.73419553508
2024-05-08T02:00:00Z,62515,62854,62515,62755,63129.16712224189,63371.11123682325,63108.097903415335,62762.51613490165,62936.08113408425,63147.48563230462
2024-05-08T03:00:00Z,62739,62953,62597,62882,63105.62739631409,63351.93040400665,63103.620717209094,62763.705029081735,62927.760959609746,63123.35057482238
2024-05-08T04:00:00Z,62889,62996,62383,62519,63049.75812047465,63319.26646659462,63092.04406934357,62761.27015317047,62864.874658131324,63068.40961347489
2024-05-08T05:00:00Z,62513,62732,62398,62611,63007.9716328104,63291.49131104189,63082.51844420805,62759.77492776579,62825.81701841881,63026.82692134081
2024-05-08T06:00:00Z,62605,62707,62136,62492,62958.831477304644,63260.13871060888,63070.82500966928,62757.11050062384,62774.46055404669,62978.20629212801
2024-05-08T07:00:00Z,62491,62560,62074,62210,62887.51419375182,63218.95680038892,63053.77896987385,62751.6666150455,62687.62046880874,62908.369356480005
2024-05-08T08:00:00Z,62198,62429,62054,62363,62837.56046101355,63185.389867040336,63040.1001783912,62747.799285542555,62637.67885822278,62858.79032407273
2024-05-08T09:00:00Z,62366,62410,62079,62294,62785.792798059876,63150.4334016662,63025.32591743296,62743.28386976601,62584.80518772697,62807.44574915703
2024-05-08T10:00:00Z,62294,62503,62252,62459,62754.66967443513,63123.31836630675,63014.111542830324,62740.45517454446,62565.45054346128,62775.76886287003
2024-05-08T11:00:00Z,62434,62502,62145,62220,62703.748753060354,63087.89411664766,62998.38656178418,62735.27651609128,62512.304306005695,62725.244420790936
2024-05-08T12:00:00Z,62231,62435,62084,62236,62659.20125276889,63054.4865042301,62983.289798184494,62730.30859055804,62469.79595123559,62680.767655264484
2024-05-08T13:00:00Z,62227,62410,61779,62410,62635.467800124236,63029.21252367206,62971.937524953115,62727.12144040323,62460.59657412242,62656.15241387681
2024-05-08T14:00:00Z,62416,62794,62160,62552,62627.51848582669,63010.49830705747,62963.62193039959,62725.37893850867,62474.658639642046,62646.68401261528
2024-05-08T15:00:00Z,62551,62596,61892,62259,62592.42148717653,62981.02778521208,62949.66902088673,62720.73835205585,62441.48038738943,62611.44001146844
2024-05-08T16:00:00Z,62257,62420,61996,62420,62576.00039315972,62959.026695595916,62939.180525423624,62717.74593064236,62438.17571240644,62594.03637406222
2024-05-08T17:00:00Z,62420,62659,62368,62584,62576.76226047784,62944.31976635686,62932.14724769246,62716.41512536234,62460.610218190064,62593.1239764202
2024-05-08T18:00:00Z,62578,62735,62439,62499,62569.35633090852,62926.85624610757,62923.57007447083,62714.25179078162,62466.516338468515,62584.56725129109
2024-05-08T19:00:00Z,62497,62528,61952,62154,62529.79858510771,62896.54815802492,62908.33106309517,62708.67714609723,62418.43690178105,62545.42477390099
2024-05-08T20:00:00Z,62147,62218,61428,61562,62437.62729128793,62844.21293614159,62881.67104204378,62697.267423250494,62286.67737843012,62456.02252172817
2024-05-08T21:00:00Z,61554,61730,61366,61472,62345.662787355745,62790.40066413603,62853.75676398351,62685.07570759626,62161.34239713318,62366.56592884379
2024-05-08T22:00:00Z,61430,61559,61095,61242,62240.55204570282,62729.67906946403,62821.840788459085,62670.71674533162,62019.90510526654,62264.332662585264
2024-05-08T23:00:00Z,61237,61237,60873,61181,62139.64232706445,62668.946556936025,62789.348891657915,62655.89369313927,61890.842781379375,62165.84787507751
2024-05-09T00:00:00Z,61143,61462,61124,61379,62067.20020067736,62618.36041744834,62761.421190833,62643.18828325728,61812.09773809024,62094.316250070464
2024-05-09T01:00:00Z,61377,61528,61373,61524,62015.466848231896,62575.44432264644,62736.917800915515,62632.05208143382,61767.77500915328,62042.46931824588
2024-05-09T02:00:00Z,61528,61656,61462,61642,61979.89857697172,62538.83866293482,62715.236260303325,62622.20081694194,61748.425007745085,62006.06301658716
2024-05-09T03:00:00Z,61637,61757,61406,61652,61948.67014106965,62504.06067615306,62694.182076930985,62612.547077469884,61733.59039116892,61973.87546962469
2024-05-09T04:00:00Z,61659,61738,61411,61482,61904.22536572968,62463.97986532353,62670.1784714472,62601.29785281844,61694.88417714293,61929.15951784063
2024-05-09T05:00:00Z,61483,61675,61419,61563,61871.72771185067,62428.64732158535,62648.25414527993,62590.966530899845,61674.594303736325,61895.872288946026
2024-05-09T06:00:00Z,61554,61750,61507,61596,61845.46792976965,62395.994485444746,62627.41742953181,62581.06636641328,61662.50287239227,61868.61117176912
2024-05-09T07:00:00Z,61592,61617,61116,61237,61787.51860312492,62350.54372130966,62599.88441112524,62567.692571722604,61597.04089202423,61811.19197433556
2024-05-09T08:00:00Z,61220,61410,61158,61282,61739.373974255876,62308.64004596418,62573.78769011286,62554.89961080994,61548.57306248204,61763.08361303233
2024-05-09T09:00:00Z,61280,61324,60919,61255,61693.24311956484,62267.32082847539,62547.67308238785,62541.965286324266,61503.40797594634,61716.89419366576
2024-05-09T10:00:00Z,61255,61281,60779,60779,61606.17234627295,62208.955305790085,62512.64985303364,62524.423343176764,61391.96059503152,61631.631085150686
2024-05-09T11:00:00Z,60797,61145,60634,61040,61552.251170437434,62163.1139212493,62483.48846980525,62509.65296165262,61337.81281118052,61577.84644104608
2024-05-09T12:00:00Z,61039,61579,61012,61536,61550.70343991958,62138.52121845521,62464.726321888316,62499.96487248194,61368.30314792198,61574.0422191328
2024-05-09T13:00:00Z,61510,61511,60860,61148,61512.350731355815,62099.677249104025,62438.65253333607,62486.51248569108,61334.410355933986,61535.31110830255
2024-05-09T14:00:00Z,61100,61522,61100,61513,61512.41256646479,62076.670298158766,62420.3227802007,62476.825794291166,61361.885685790294,61533.28282572959
2024-05-09T15:00:00Z,61527,62241,61439,62139,61572.08756013481,62079.11460019176,62414.752032077915,62473.4643436017,61481.44173413025,61588.348023390536
2024-05-09T16:00:00Z,62132,62653,61824,61857,61599.22207821721,62070.40422371365,62403.7074373833,62467.330370033524,61539.219928879436,61612.77093035503
2024-05-09T17:00:00Z,61844,62181,61768,61931,61630.819975529856,62064.93739141116,62394.34689406878,62461.99374943617,61599.493785974904,61641.7008457773
2024-05-09T18:00:00Z,61929,62233,61874,62233,61688.17045405082,62071.52808194405,62391.15190606742,62459.71520466566,61696.9562804403,61695.455314342995
2024-05-09T19:00:00Z,62236,62548,62181,62442,61759.96374414122,62086.05639245605,62392.15879901658,62459.53893397247,61811.5783911418,61763.32301303909
2024-05-09T20:00:00Z,62440,62643,62343,62618,61841.68148279444,62106.91692608522,62396.63090200635,62461.115660997624,61935.64325404306,61841.020920944626
2024-05-09T21:00:00Z,62618,62811,62443,62536,61907.80705586164,62123.74371329757,62399.390686125036,62461.86077879864,62028.005830344126,61904.200837222386
2024-05-09T22:00:00Z,62536,63409,62487,63272,62037.730193398624,62168.77337159962,62416.670078478994,62469.92186557676,62219.38954875272,62028.546215656716
2024-05-09T23:00:00Z,63272,63323,62850,63075,62136.51779402733,62204.31167075258,62429.70631454872,62475.94254353122,62351.02192586769,62123.67837786974
2024-05-10T00:00:00Z,63072,63098,62750,62828,62202.3732422152,62228.77003660542,62437.59331822102,62479.44560279957,62424.40316804189,62187.70761624522
2024-05-10T01:00:00Z,62835,62965,62675,62884,62267.290076289944,62254.46532928756,62446.43305449387,62483.47101968714,62495.11037295852,62251.00692385929
2024-05-10T02:00:00Z,62862,63030,62761,62906,62328.11959283376,62280.01570853119,62455.53339004845,62487.67528814796,62558.324161734134,62310.55174896299
2024-05-10T03:00:00Z,62911,62932,62791,62908,62383.346298278164,62304.64254349075,62464.493124898974,62491.857623589276,62612.12044454426,62364.865226329995
2024-05-10T04:00:00Z,62910,63003,62790,62918,62434.26569844215,62328.695777079345,62473.47345905939,62496.09784624013,62659.1788376913,62415.150205754544
2024-05-10T05:00:00Z,62929,62959,62683,62768,62466.049917638135,62345.92339366447,62479.30566779088,62498.80334030739,62675.92055496956,62447.227459776856
2024-05-10T06:00:00Z,62767,63876,62732,63156,62531.75944929165,62377.69110371684,62492.7055555574,62505.34261055309,62749.778931128094,62511.661327069865
2024-05-10T07:00:00Z,63167,63363,63001,63076,62583.59188269244,62405.07576631618,62504.25594059587,62511.02079353266,62799.966787877616,62562.96484279079
2024-05-10T08:00:00Z,63068,63134,62864,63035,62626.58313195983,62429.778677441034,62514.765723950404,62516.2345169801,62836.12574358875,62605.87712980981
2024-05-10T09:00:00Z,63037,63189,62856,63119,62673.47997653508,62456.80696460021,62526.7307591197,62522.232183477805,62879.64485995971,62652.52466346346
2024-05-10T10:00:00Z,63122,63122,62879,63026,62707.05331210317,62479.12826010609,62536.6172787411,62527.244798567575,62902.161035350524,62686.47696678496
2024-05-10T11:00:00Z,63021,63320,62806,63303,62763.81013952191,62511.4369557882,62551.79317421157,62534.96375579576,62963.82856837352,62742.52451525906
2024-05-10T12:00:00Z,63291,63455,62962,63016,62787.828221472206,62531.223741835725,62560.98538858362,62539.75018608635,62971.8549424699,62767.38592296278
2024-05-10T13:00:00Z,63018,63114,62816,63002,62808.225533712946,62549.685555881384,62569.718351185926,62544.34968672231,62976.49264362838,62788.714475420704
2024-05-10T14:00:00Z,62983,63074,60706,61089,62644.48976859743,62492.40376937623,62540.3971957169,62529.86859531214,62686.10915999324,62634.194977655185
2024-05-10T15:00:00Z,61059,61285,60683,60892,62477.58598111196,62429.64283724383,62507.75566708884,62513.571395358784,62410.09236614813,62475.81361605017
2024-05-10T16:00:00Z,60893,61278,60250,61056,62342.19684005368,62375.77449068525,62479.00803011678,62499.06819739501,62201.7704636638,62346.739650954696
2024-05-10T17:00:00Z,61046,61047,60176,60371,62154.46380766761,62297.1558832074,62437.265296847145,62477.89338946073,61920.113469253985,62167.12695541336
2024-05-10T18:00:00Z,60357,60745,60205,60693,62015.27677836594,62234.24780935613,62402.725389978885,62460.133256232264,61731.32678167645,62033.11541401214
2024-05-10T19:00:00Z,60679,60861,60504,60625,61882.86946614061,62171.14005212648,62367.522907009006,62441.87322383194,61561.122661418536,61905.104921829225
2024-05-10T20:00:00Z,60644,60928,60442,60504,61751.548564603414,62105.762010866616,62330.621463305855,62422.5909031968,61398.48840581568,61777.731747117476
2024-05-10T21:00:00Z,60506,60773,60446,60703,61651.686796545946,62050.75173593067,62298.391335319604,62405.48054595106,61291.490189536344,61680.02886101589
2024-05-10T22:00:00Z,60661,60902,60602,60858,61576.097577827284,62003.97715805104,62269.868734620206,62390.08272957344,61224.79939114614,61605.2989645599
2024-05-10T23:00:00Z,60837,60996,60774,60793,61501.51685612945,61956.487857735316,62240.62380918218,62374.19135912992,61158.368715585195,61531.45360414536
2024-05-11T00:00:00Z,60799,60921,60628,60773,61432.13429840284,61910.07656919667,62211.561951574615,62358.25910680027,61099.08122087978,61462.50327649578
2024-05-11T01:00:00Z,60775,61069,60751,60863,61377.931031888285,61869.01474295367,62184.85775451373,62343.38090673261,61062.76103305212,61408.002978632525
2024-05-11T02:00:00Z,60869,60933,60765,60879,61330.413790756065,61830.190635386854,62158.99918511742,62328.80995243676,61034.490104890254,61359.91179875684
2024-05-11T03:00:00Z,60883,60906,60700,60707,61271.0410487793,61786.14394380306,62130.24672600618,62312.6725399747,60984.107011830216,61300.556180688036
2024-05-11T04:00:00Z,60720,60848,60707,60758,61222.179996514606,61745.82457345784,62103.07352351101,62297.20316146749,60949.32131770249,61251.23289153458
2024-05-11T05:00:00Z,60760,60909,60751,60907,61192.16285398941,61712.92949214576,62079.38889928307,62283.37029418921,60942.81034574826,61219.93899230416
2024-05-11T06:00:00Z,60931,61042,60885,60941,61168.242582180894,61682.65774735573,62056.84654484182,62270.01337583907,60942.53183101775,61194.58090209469
2024-05-11T07:00:00Z,60946,61007,60858,61007,61152.886145782715,61656.16136510649,62036.057504349905,62257.446078567045,60952.450010861176,61177.52809281336
