time,open,high,low,close
2023-01-02T21:00:00Z,16724,16782,16719,16751
2023-01-02T22:00:00Z,16753,16755,16690,16694
2023-01-02T23:00:00Z,16693,16716,16665,16673
2023-01-03T00:00:00Z,16668,16700,16655,16694
2023-01-03T01:00:00Z,16691,16691,16654,16672
2023-01-03T02:00:00Z,16672,16681,16668,16673
2023-01-03T03:00:00Z,16672,16694,16666,16689
2023-01-03T04:00:00Z,16690,16694,16682,16687
2023-01-03T05:00:00Z,16683,16720,16682,16720
2023-01-03T06:00:00Z,16720,16766,16720,16723
2023-01-03T07:00:00Z,16724,16727,16712,16727
2023-01-03T08:00:00Z,16727,16730,16699,16711
2023-01-03T09:00:00Z,16711,16748,16710,16736
2023-01-03T10:00:00Z,16741,16745,16722,16723
2023-01-03T11:00:00Z,16723,16728,16708,16716
2023-01-03T12:00:00Z,16715,16718,16702,16703
2023-01-03T13:00:00Z,16702,16728,16702,16723
2023-01-03T14:00:00Z,16722,16764,16646,16657
2023-01-03T15:00:00Z,16654,16676,16614,16673
2023-01-03T16:00:00Z,16672,16678,16611,16617
2023-01-03T17:00:00Z,16614,16632,16605,16620
2023-01-03T18:00:00Z,16621,16646,16621,16638
2023-01-03T19:00:00Z,16639,16645,16621,16635
2023-01-03T20:00:00Z,16635,16660,16635,16657
2023-01-03T21:00:00Z,16657,16666,16653,16658
2023-01-03T22:00:00Z,16660,16666,16648,16666
2023-01-03T23:00:00Z,16666,16684,16666,16670
2023-01-04T00:00:00Z,16673,16673,16652,16655
2023-01-04T01:00:00Z,16655,16718,16653,16695
2023-01-04T02:00:00Z,16695,16740,16695,16733
2023-01-04T03:00:00Z,16730,16867,16730,16860
2023-01-04T04:00:00Z,16865,16896,16850,16860
2023-01-04T05:00:00Z,16860,16860,16839,16850
2023-01-04T06:00:00Z,16850,16867,16845,16867
2023-01-04T07:00:00Z,16867,16876,16847,16867
2023-01-04T08:00:00Z,16867,16906,16840,16860
2023-01-04T09:00:00Z,16860,16863,16834,16841
2023-01-04T10:00:00Z,16841,16843,16836,16842
2023-01-04T11:00:00Z,16842,16847,16834,16834
2023-01-04T12:00:00Z,16834,16837,16776,16805
2023-01-04T13:00:00Z,16804,16828,16803,16822
2023-01-04T14:00:00Z,16823,16848,16794,16825
2023-01-04T15:00:00Z,16822,16847,16760,16847
2023-01-04T16:00:00Z,16847,16885,16829,16859
2023-01-04T17:00:00Z,16859,16931,16848,16890
2023-01-04T18:00:00Z,16890,16978,16874,16948
2023-01-04T19:00:00Z,16948,16984,16790,16833
2023-01-04T20:00:00Z,16832,16843,16778,16801
2023-01-04T21:00:00Z,16798,16821,16792,16821
2023-01-04T22:00:00Z,16821,16841,16809,16826
2023-01-04T23:00:00Z,16825,16861,16815,16849
2023-01-05T00:00:00Z,16847,16869,16828,16828
2023-01-05T01:00:00Z,16827,16843,16810,16834
2023-01-05T02:00:00Z,16833,16837,16826,16833
2023-01-05T03:00:00Z,16833,16833,16820,16823
2023-01-05T04:00:00Z,16824,16839,16818,16836
2023-01-05T05:00:00Z,16836,16851,16835,16843
2023-01-05T06:00:00Z,16843,16843,16811,16814
2023-01-05T07:00:00Z,16814,16818,16789,16818
2023-01-05T08:00:00Z,16819,16824,16794,16804
2023-01-05T09:00:00Z,16803,16807,16784,16801
2023-01-05T10:00:00Z,16801,16828,16798,16822
2023-01-05T11:00:00Z,16822,16831,16814,16830
2023-01-05T12:00:00Z,16831,16831,16816,16820
2023-01-05T13:00:00Z,16820,16825,16773,16773
2023-01-05T14:00:00Z,16775,16827,16755,16825
2023-01-05T15:00:00Z,16823,16871,16818,16840
2023-01-05T16:00:00Z,16840,16853,16818,16831
2023-01-05T17:00:00Z,16829,16835,16810,16810
2023-01-05T18:00:00Z,16809,16841,16798,16839
2023-01-05T19:00:00Z,16839,16869,16829,16860
2023-01-05T20:00:00Z,16860,16866,16845,16856
2023-01-05T21:00:00Z,16856,16859,16835,16845
2023-01-05T22:00:00Z,16845,16851,16831,16833
2023-01-05T23:00:00Z,16833,16842,16817,16826
2023-01-06T00:00:00Z,16826,16865,16821,16855
2023-01-06T01:00:00Z,16855,16858,16821,16822
2023-01-06T02:00:00Z,16822,16830,16802,16830
2023-01-06T03:00:00Z,16830,16834,16821,16830
2023-01-06T04:00:00Z,16830,16833,16808,16817
2023-01-06T05:00:00Z,16816,16817,16792,16806
2023-01-06T06:00:00Z,16802,16811,16780,16782
2023-01-06T07:00:00Z,16782,16794,16778,16784
2023-01-06T08:00:00Z,16784,16805,16784,16796
2023-01-06T09:00:00Z,16795,16796,16759,16782
2023-01-06T10:00:00Z,16782,16792,16760,16760
2023-01-06T11:00:00Z,16760,16765,16712,16733
2023-01-06T12:00:00Z,16733,16736,16713,16722
2023-01-06T13:00:00Z,16721,16802,16669,16768
2023-01-06T14:00:00Z,16768,16780,16717,16746
2023-01-06T15:00:00Z,16746,16835,16745,16834
2023-01-06T16:00:00Z,16834,16841,16804,16823
2023-01-06T17:00:00Z,16827,16835,16810,16813
2023-01-06T18:00:00Z,16814,16855,16814,16845
2023-01-06T19:00:00Z,16849,16956,16842,16935
2023-01-06T20:00:00Z,16935,17024,16888,16893
2023-01-06T21:00:00Z,16894,16942,16889,16930
2023-01-06T22:00:00Z,16932,16965,16932,16957
2023-01-06T23:00:00Z,16963,16975,16944,16950
2023-01-07T00:00:00Z,16951,16973,16940,16973
2023-01-07T01:00:00Z,16973,16975,16948,16949
2023-01-07T02:00:00Z,16949,16953,16937,16941
2023-01-07T03:00:00Z,16941,16953,16936,16951
2023-01-07T04:00:00Z,16951,16951,16937,16938
2023-01-07T05:00:00Z,16938,16939,16932,16934
2023-01-07T06:00:00Z,16933,16934,16924,16931
2023-01-07T07:00:00Z,16931,16946,16931,16946
2023-01-07T08:00:00Z,16946,16949,16928,16929
2023-01-07T09:00:00Z,16929,16929,16922,16928
2023-01-07T10:00:00Z,16928,16928,16914,16921
2023-01-07T11:00:00Z,16920,16920,16910,16918
2023-01-07T12:00:00Z,16917,16918,16907,16916
2023-01-07T13:00:00Z,16916,16928,16912,16916
2023-01-07T14:00:00Z,16915,16940,16908,16937
2023-01-07T15:00:00Z,16936,16943,16934,16936
2023-01-07T16:00:00Z,16936,16936,16917,16917
2023-01-07T17:00:00Z,16917,16930,16916,16929
2023-01-07T18:00:00Z,16929,16936,16928,16936
2023-01-07T19:00:00Z,16936,16942,16935,16940
2023-01-07T20:00:00Z,16940,16946,16936,16942
2023-01-07T21:00:00Z,16942,16946,16936,16939
2023-01-07T22:00:00Z,16939,16939,16931,16937
2023-01-07T23:00:00Z,16937,16946,16932,16945
2023-01-08T00:00:00Z,16946,16953,16915,16923
2023-01-08T01:00:00Z,16922,16934,16917,16929
2023-01-08T02:00:00Z,16929,16931,16920,16928
2023-01-08T03:00:00Z,16928,16938,16927,16938
2023-01-08T04:00:00Z,16938,16940,16937,16937
2023-01-08T05:00:00Z,16937,16942,16936,16942
2023-01-08T06:00:00Z,16942,16946,16936,16946
2023-01-08T07:00:00Z,16946,16951,16945,16950
2023-01-08T08:00:00Z,16951,16953,16943,16944
2023-01-08T09:00:00Z,16945,16961,16929,16933
2023-01-08T10:00:00Z,16934,16939,16932,16939
2023-01-08T11:00:00Z,16939,16939,16929,16929
2023-01-08T12:00:00Z,16929,16932,16924,16924
2023-01-08T13:00:00Z,16925,16933,16924,16932
2023-01-08T14:00:00Z,16931,16948,16931,16948
2023-01-08T15:00:00Z,16948,17009,16940,16998
2023-01-08T16:00:00Z,17001,17012,16919,16936
2023-01-08T17:00:00Z,16936,16946,16922,16926
2023-01-08T18:00:00Z,16925,16930,16922,16926
2023-01-08T19:00:00Z,16926,16935,16925,16929
2023-01-08T20:00:00Z,16929,16975,16926,16965
2023-01-08T21:00:00Z,16964,16981,16949,16954
2023-01-08T22:00:00Z,16954,16973,16953,16965
2023-01-08T23:00:00Z,16967,17163,16967,17119
2023-01-09T00:00:00Z,17124,17189,17108,17184
2023-01-09T01:00:00Z,17180,17212,17150,17178
2023-01-09T02:00:00Z,17176,17245,17166,17191
2023-01-09T03:00:00Z,17194,17211,17183,17199
2023-01-09T04:00:00Z,17199,17243,17198,17228
2023-01-09T05:00:00Z,17228,17250,17205,17208
2023-01-09T06:00:00Z,17208,17212,17184,17189
2023-01-09T07:00:00Z,17189,17209,17188,17203
2023-01-09T08:00:00Z,17202,17231,17187,17195
2023-01-09T09:00:00Z,17195,17264,17191,17240
2023-01-09T10:00:00Z,17240,17278,17238,17264
2023-01-09T11:00:00Z,17264,17276,17241,17241
2023-01-09T12:00:00Z,17240,17252,17231,17250
2023-01-09T13:00:00Z,17247,17290,17198,17225
2023-01-09T14:00:00Z,17225,17268,17211,17263
2023-01-09T15:00:00Z,17263,17328,17230,17271
2023-01-09T16:00:00Z,17270,17355,17270,17325
2023-01-09T17:00:00Z,17333,17373,17321,17359
2023-01-09T18:00:00Z,17359,17393,17329,17350
2023-01-09T19:00:00Z,17350,17350,17298,17298
2023-01-09T20:00:00Z,17296,17310,17185,17209
2023-01-09T21:00:00Z,17217,17246,17167,17178
2023-01-09T22:00:00Z,17179,17223,17167,17203
2023-01-09T23:00:00Z,17203,17204,17136,17179
2023-01-10T00:00:00Z,17177,17215,17176,17214
2023-01-10T01:00:00Z,17214,17230,17187,17193
2023-01-10T02:00:00Z,17193,17212,17147,17180
2023-01-10T03:00:00Z,17181,17206,17173,17206
2023-01-10T04:00:00Z,17205,17216,17198,17215
2023-01-10T05:00:00Z,17217,17230,17209,17226
2023-01-10T06:00:00Z,17225,17231,17193,17204
2023-01-10T07:00:00Z,17203,17208,17193,17198
2023-01-10T08:00:00Z,17200,17260,17191,17257
2023-01-10T09:00:00Z,17257,17272,17246,17249
2023-01-10T10:00:00Z,17248,17272,17238,17272
2023-01-10T11:00:00Z,17272,17279,17254,17256
2023-01-10T12:00:00Z,17254,17256,17220,17220
2023-01-10T13:00:00Z,17222,17253,17215,17244
2023-01-10T14:00:00Z,17246,17322,17220,17287
2023-01-10T15:00:00Z,17282,17368,17233,17328
2023-01-10T16:00:00Z,17329,17340,17290,17307
2023-01-10T17:00:00Z,17295,17341,17292,17331
2023-01-10T18:00:00Z,17330,17439,17327,17434
2023-01-10T19:00:00Z,17439,17452,17407,17431
2023-01-10T20:00:00Z,17435,17490,17407,17473
2023-01-10T21:00:00Z,17476,17489,17451,17467
2023-01-10T22:00:00Z,17463,17463,17426,17439
2023-01-10T23:00:00Z,17434,17451,17410,17446
2023-01-11T00:00:00Z,17448,17494,17434,17471
2023-01-11T01:00:00Z,17471,17504,17442,17460
2023-01-11T02:00:00Z,17460,17462,17390,17390
2023-01-11T03:00:00Z,17389,17427,17371,17419
2023-01-11T04:00:00Z,17419,17426,17398,17413
2023-01-11T05:00:00Z,17413,17435,17402,17409
2023-01-11T06:00:00Z,17409,17446,17395,17442
2023-01-11T07:00:00Z,17440,17458,17436,17449
2023-01-11T08:00:00Z,17449,17450,17412,17450
2023-01-11T09:00:00Z,17447,17468,17444,17446
2023-01-11T10:00:00Z,17448,17460,17441,17442
2023-01-11T11:00:00Z,17442,17455,17430,17438
2023-01-11T12:00:00Z,17435,17436,17406,17418
2023-01-11T13:00:00Z,17419,17435,17389,17415
2023-01-11T14:00:00Z,17414,17431,17379,17411
2023-01-11T15:00:00Z,17414,17432,17318,17328
2023-01-11T16:00:00Z,17328,17367,17325,17347
2023-01-11T17:00:00Z,17348,17394,17344,17383
2023-01-11T18:00:00Z,17382,17549,17382,17488
2023-01-11T19:00:00Z,17488,17551,17475,17549
2023-01-11T20:00:00Z,17551,17577,17514,17555
2023-01-11T21:00:00Z,17555,17572,17534,17559
2023-01-11T22:00:00Z,17561,17589,17519,17572
2023-01-11T23:00:00Z,17559,17992,17553,17930
2023-01-12T00:00:00Z,17948,18266,17911,18245
2023-01-12T01:00:00Z,18248,18284,18143,18232
2023-01-12T02:00:00Z,18225,18370,18183,18200
2023-01-12T03:00:00Z,18202,18236,18200,18224
2023-01-12T04:00:00Z,18226,18229,18199,18217
2023-01-12T05:00:00Z,18216,18234,18081,18086
2023-01-12T06:00:00Z,18090,18158,18090,18148
2023-01-12T07:00:00Z,18154,18172,18115,18137
2023-01-12T08:00:00Z,18134,18144,18073,18144
2023-01-12T09:00:00Z,18146,18168,18131,18167
2023-01-12T10:00:00Z,18167,18208,18145,18184
2023-01-12T11:00:00Z,18184,18216,18163,18206
2023-01-12T12:00:00Z,18199,18273,18178,18268
2023-01-12T13:00:00Z,18269,18334,17933,18291
2023-01-12T14:00:00Z,18290,18350,17936,17994
2023-01-12T15:00:00Z,17996,18135,17994,18090
2023-01-12T16:00:00Z,18087,18142,18060,18135
2023-01-12T17:00:00Z,18131,18877,18112,18840
2023-01-12T18:00:00Z,18820,18972,18619,18802
2023-01-12T19:00:00Z,18810,19036,18769,18898
2023-01-12T20:00:00Z,18895,19079,18830,19059
2023-01-12T21:00:00Z,19060,19114,18770,18830
2023-01-12T22:00:00Z,18836,18932,18788,18919
2023-01-12T23:00:00Z,18915,18916,18853,18853
2023-01-13T00:00:00Z,18852,18888,18720,18777
2023-01-13T01:00:00Z,18772,18816,18750,18808
2023-01-13T02:00:00Z,18810,18836,18791,18836
2023-01-13T03:00:00Z,18836,18879,18826,18879
2023-01-13T04:00:00Z,18877,18878,18824,18824
2023-01-13T05:00:00Z,18822,18836,18784,18790
2023-01-13T06:00:00Z,18789,18863,18785,18856
2023-01-13T07:00:00Z,18856,18857,18791,18824
2023-01-13T08:00:00Z,18828,18858,18816,18844
2023-01-13T09:00:00Z,18845,18931,18845,18913
2023-01-13T10:00:00Z,18909,19050,18865,19046
2023-01-13T11:00:00Z,19042,19042,18896,18922
2023-01-13T12:00:00Z,18917,18935,18818,18859
2023-01-13T13:00:00Z,18865,18899,18822,18858
2023-01-13T14:00:00Z,18857,19137,18841,19016
2023-01-13T15:00:00Z,19019,19304,19012,19267
2023-01-13T16:00:00Z,19279,19279,19075,19131
2023-01-13T17:00:00Z,19132,19389,19110,19259
2023-01-13T18:00:00Z,19260,19382,19260,19300
2023-01-13T19:00:00Z,19296,19370,19253,19364
2023-01-13T20:00:00Z,19365,19491,19326,19477
2023-01-13T21:00:00Z,19478,19898,19385,19814
2023-01-13T22:00:00Z,19818,19991,19799,19856
2023-01-13T23:00:00Z,19859,19938,19748,19931
2023-01-14T00:00:00Z,19936,21247,19895,20906
2023-01-14T01:00:00Z,20893,21095,20701,20937
2023-01-14T02:00:00Z,20933,21039,20841,20933
2023-01-14T03:00:00Z,20939,20982,20791,20969
2023-01-14T04:00:00Z,20969,21014,20889,20901
2023-01-14T05:00:00Z,20902,20914,20787,20840
2023-01-14T06:00:00Z,20840,20971,20840,20964
2023-01-14T07:00:00Z,20957,20967,20860,20901
2023-01-14T08:00:00Z,20900,21021,20881,21005
2023-01-14T09:00:00Z,21009,21009,20320,20521
2023-01-14T10:00:00Z,20520,20520,20244,20508
2023-01-14T11:00:00Z,20493,20744,20483,20732
2023-01-14T12:00:00Z,20729,20961,20587,20911
2023-01-14T13:00:00Z,20911,20983,20799,20942
2023-01-14T14:00:00Z,20939,21162,20575,20828
2023-01-14T15:00:00Z,20832,20866,20649,20785
2023-01-14T16:00:00Z,20781,20853,20756,20805
2023-01-14T17:00:00Z,20811,20908,20734,20762
2023-01-14T18:00:00Z,20749,20798,20667,20761
2023-01-14T19:00:00Z,20760,20866,20727,20795
2023-01-14T20:00:00Z,20791,20896,20766,20881
2023-01-14T21:00:00Z,20881,20944,20839,20900
2023-01-14T22:00:00Z,20903,21020,20869,20992
2023-01-14T23:00:00Z,20988,21070,20951,20960
2023-01-15T00:00:00Z,20961,21007,20647,20771
2023-01-15T01:00:00Z,20765,20791,20654,20775
2023-01-15T02:00:00Z,20780,20818,20677,20679
2023-01-15T03:00:00Z,20691,20741,20549,20730
2023-01-15T04:00:00Z,20726,20762,20688,20702
2023-01-15T05:00:00Z,20709,20786,20685,20749
2023-01-15T06:00:00Z,20749,20788,20713,20718
2023-01-15T07:00:00Z,20724,20738,20673,20738
2023-01-15T08:00:00Z,20737,20755,20602,20617
2023-01-15T09:00:00Z,20620,20752,20586,20752
2023-01-15T10:00:00Z,20744,20759,20701,20735
2023-01-15T11:00:00Z,20735,20743,20671,20728
2023-01-15T12:00:00Z,20721,20746,20662,20700
2023-01-15T13:00:00Z,20697,20846,20694,20714
2023-01-15T14:00:00Z,20711,20820,20694,20798
2023-01-15T15:00:00Z,20802,20994,20788,20921
2023-01-15T16:00:00Z,20926,20963,20863,20879
2023-01-15T17:00:00Z,20886,21052,20880,20923
2023-01-15T18:00:00Z,20923,20925,20677,20819
2023-01-15T19:00:00Z,20821,20900,20781,20873
2023-01-15T20:00:00Z,20880,20926,20844,20904
2023-01-15T21:00:00Z,20902,20931,20873,20905
2023-01-15T22:00:00Z,20904,20953,20765,20925
2023-01-15T23:00:00Z,20921,20921,20852,20885
2023-01-16T00:00:00Z,20879,21003,20785,20978
2023-01-16T01:00:00Z,20981,21315,20926,21195
2023-01-16T02:00:00Z,21190,21411,21136,21212
2023-01-16T03:00:00Z,21213,21233,21044,21082
2023-01-16T04:00:00Z,21091,21170,21054,21161
2023-01-16T05:00:00Z,21159,21217,21133,21200
2023-01-16T06:00:00Z,21196,21258,21123,21159
2023-01-16T07:00:00Z,21163,21164,21080,21118
2023-01-16T08:00:00Z,21119,21119,20691,20751
2023-01-16T09:00:00Z,20751,20844,20726,20837
2023-01-16T10:00:00Z,20833,20904,20810,20849
2023-01-16T11:00:00Z,20857,20867,20799,20823
2023-01-16T12:00:00Z,20827,20874,20791,20800
2023-01-16T13:00:00Z,20810,20872,20779,20826
2023-01-16T14:00:00Z,20826,20891,20763,20867
2023-01-16T15:00:00Z,20879,21048,20634,21000
2023-01-16T16:00:00Z,20997,21051,20925,21000
2023-01-16T17:00:00Z,21006,21158,20992,21106
2023-01-16T18:00:00Z,21106,21287,21064,21284
2023-01-16T19:00:00Z,21285,21402,21235,21310
2023-01-16T20:00:00Z,21321,21456,21219,21286
2023-01-16T21:00:00Z,21290,21290,21064,21135
2023-01-16T22:00:00Z,21134,21222,21132,21191
2023-01-16T23:00:00Z,21191,21228,21110,21189
2023-01-17T00:00:00Z,21186,21297,21075,21112
2023-01-17T01:00:00Z,21112,21147,20863,21050
2023-01-17T02:00:00Z,21045,21107,20993,21102
2023-01-17T03:00:00Z,21104,21166,21070,21126
2023-01-17T04:00:00Z,21127,21230,21107,21160
2023-01-17T05:00:00Z,21162,21187,21136,21147
2023-01-17T06:00:00Z,21151,21155,21072,21072
2023-01-17T07:00:00Z,21075,21174,21069,21137
2023-01-17T08:00:00Z,21138,21212,21135,21206
2023-01-17T09:00:00Z,21206,21245,21152,21177
2023-01-17T10:00:00Z,21176,21178,21090,21136
2023-01-17T11:00:00Z,21132,21232,21106,21226
2023-01-17T12:00:00Z,21228,21344,21198,21257
2023-01-17T13:00:00Z,21257,21269,21186,21235
2023-01-17T14:00:00Z,21232,21594,21065,21279
2023-01-17T15:00:00Z,21280,21378,21043,21187
2023-01-17T16:00:00Z,21173,21240,21087,21163
2023-01-17T17:00:00Z,21164,21243,21092,21228
2023-01-17T18:00:00Z,21229,21422,21194,21351
2023-01-17T19:00:00Z,21372,21385,21290,21341
2023-01-17T20:00:00Z,21342,21396,21271,21386
2023-01-17T21:00:00Z,21398,21409,21282,21320
2023-01-17T22:00:00Z,21316,21343,21217,21232
2023-01-17T23:00:00Z,21232,21274,21133,21134
2023-01-18T00:00:00Z,21136,21240,21115,21208
2023-01-18T01:00:00Z,21207,21261,21183,21236
2023-01-18T02:00:00Z,21249,21350,21159,21297
2023-01-18T03:00:00Z,21296,21377,21267,21267
2023-01-18T04:00:00Z,21264,21297,21233,21285
2023-01-18T05:00:00Z,21288,21316,21259,21314
2023-01-18T06:00:00Z,21318,21318,21252,21263
2023-01-18T07:00:00Z,21263,21312,21249,21310
2023-01-18T08:00:00Z,21311,21317,21219,21250
2023-01-18T09:00:00Z,21250,21280,21168,21233
2023-01-18T10:00:00Z,21233,21258,21171,21187
2023-01-18T11:00:00Z,21181,21237,21176,21209
2023-01-18T12:00:00Z,21205,21294,21205,21263
2023-01-18T13:00:00Z,21263,21465,21217,21415
2023-01-18T14:00:00Z,21416,21646,21324,21420
2023-01-18T15:00:00Z,21438,21548,20853,21029
2023-01-18T16:00:00Z,21028,21028,20358,20867
2023-01-18T17:00:00Z,20859,21123,20749,20882
2023-01-18T18:00:00Z,20874,21050,20843,20934
2023-01-18T19:00:00Z,20937,20977,20880,20898
2023-01-18T20:00:00Z,20899,20933,20675,20732
2023-01-18T21:00:00Z,20720,20833,20716,20780
2023-01-18T22:00:00Z,20779,20808,20629,20808
2023-01-18T23:00:00Z,20799,20811,20647,20670
2023-01-19T00:00:00Z,20678,20756,20678,20696
2023-01-19T01:00:00Z,20696,20771,20684,20710
2023-01-19T02:00:00Z,20716,20769,20654,20762
2023-01-19T03:00:00Z,20761,20806,20747,20750
2023-01-19T04:00:00Z,20745,20865,20745,20808
2023-01-19T05:00:00Z,20808,20847,20797,20812
2023-01-19T06:00:00Z,20815,20856,20804,20828
2023-01-19T07:00:00Z,20834,20844,20804,20811
2023-01-19T08:00:00Z,20822,20841,20766,20774
2023-01-19T09:00:00Z,20768,20802,20736,20796
2023-01-19T10:00:00Z,20796,20800,20756,20793
2023-01-19T11:00:00Z,20793,20793,20714,20738
2023-01-19T12:00:00Z,20739,20769,20694,20734
2023-01-19T13:00:00Z,20731,20806,20679,20783
2023-01-19T14:00:00Z,20783,20870,20721,20801
2023-01-19T15:00:00Z,20792,20952,20789,20877
2023-01-19T16:00:00Z,20876,20919,20833,20877
2023-01-19T17:00:00Z,20875,20941,20800,20841
2023-01-19T18:00:00Z,20848,21017,20834,20981
2023-01-19T19:00:00Z,20981,21130,20955,21093
2023-01-19T20:00:00Z,21095,21185,21050,21103
2023-01-19T21:00:00Z,21105,21113,20944,20946
2023-01-19T22:00:00Z,20945,21085,20944,21072
2023-01-19T23:00:00Z,21072,21125,21025,21086
2023-01-20T00:00:00Z,21085,21120,21033,21055
2023-01-20T01:00:00Z,21059,21143,21020,21123
2023-01-20T02:00:00Z,21121,21220,21091,21091
2023-01-20T03:00:00Z,21090,21114,21071,21095
2023-01-20T04:00:00Z,21095,21128,20981,20997
2023-01-20T05:00:00Z,20992,21034,20962,20988
2023-01-20T06:00:00Z,20983,20994,20934,20944
2023-01-20T07:00:00Z,20944,20998,20869,20970
2023-01-20T08:00:00Z,20968,20985,20911,20948
2023-01-20T09:00:00Z,20948,20991,20916,20962
2023-01-20T10:00:00Z,20962,20967,20920,20965
2023-01-20T11:00:00Z,20965,20985,20942,20965
2023-01-20T12:00:00Z,20964,21123,20962,21097
2023-01-20T13:00:00Z,21096,21143,21047,21060
2023-01-20T14:00:00Z,21060,21161,21023,21152
2023-01-20T15:00:00Z,21151,21242,21114,21144
2023-01-20T16:00:00Z,21150,21416,21148,21304
2023-01-20T17:00:00Z,21323,21409,21288,21361
2023-01-20T18:00:00Z,21370,21435,21300,21391
2023-01-20T19:00:00Z,21396,21530,21366,21505
2023-01-20T20:00:00Z,21528,22375,21518,22279
2023-01-20T21:00:00Z,22287,22429,22218,22320
2023-01-20T22:00:00Z,22322,22721,22322,22593
2023-01-20T23:00:00Z,22600,22750,22589,22678
2023-01-21T00:00:00Z,22670,22790,22442,22582
2023-01-21T01:00:00Z,22578,22620,22557,22567
2023-01-21T02:00:00Z,22567,22629,22522,22554
2023-01-21T03:00:00Z,22566,22575,22504,22554
2023-01-21T04:00:00Z,22558,22645,22524,22605
2023-01-21T05:00:00Z,22604,22623,22525,22577
2023-01-21T06:00:00Z,22575,22625,22564,22624
2023-01-21T07:00:00Z,22623,22675,22613,22647
2023-01-21T08:00:00Z,22647,22782,22636,22712
2023-01-21T09:00:00Z,22711,23101,22692,23031
2023-01-21T10:00:00Z,23032,23333,22631,22787
2023-01-21T11:00:00Z,22778,22952,22667,22910
2023-01-21T12:00:00Z,22913,23073,22897,23050
2023-01-21T13:00:00Z,23050,23054,22868,22934
2023-01-21T14:00:00Z,22941,23022,22889,22969
2023-01-21T15:00:00Z,22972,23285,22952,22997
2023-01-21T16:00:00Z,23018,23269,22998,23205
2023-01-21T17:00:00Z,23200,23362,23145,23238
2023-01-21T18:00:00Z,23237,23268,23076,23253
2023-01-21T19:00:00Z,23266,23310,23190,23289
2023-01-21T20:00:00Z,23285,23307,23095,23109
2023-01-21T21:00:00Z,23101,23221,23054,23200
2023-01-21T22:00:00Z,23203,23208,22780,22780
2023-01-21T23:00:00Z,22780,22969,22713,22783
2023-01-22T00:00:00Z,22791,22965,22717,22881
2023-01-22T01:00:00Z,22879,22890,22702,22803
2023-01-22T02:00:00Z,22797,22836,22615,22711
2023-01-22T03:00:00Z,22712,22776,22678,22766
2023-01-22T04:00:00Z,22763,22866,22726,22854
2023-01-22T05:00:00Z,22856,22894,22846,22882
2023-01-22T06:00:00Z,22881,22968,22869,22926
2023-01-22T07:00:00Z,22927,22964,22892,22901
2023-01-22T08:00:00Z,22900,22926,22821,22900
2023-01-22T09:00:00Z,22916,22936,22839,22862
2023-01-22T10:00:00Z,22860,22900,22842,22878
2023-01-22T11:00:00Z,22881,22882,22741,22782
2023-01-22T12:00:00Z,22787,22868,22711,22863
