time,open,high,low,close,Plot,Plot,Plot,Plot,EMA Small,EMA Big
2023-01-01T00:00:00Z,1195.25,1196,1191.87,1193.35,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T01:00:00Z,1193.32,1195.67,1193.02,1195.11,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T02:00:00Z,1195.11,1196.03,1193.25,1194.76,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T03:00:00Z,1194.71,1194.76,1190.95,1193.09,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T04:00:00Z,1192.99,1193.26,1190.03,1192.16,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T05:00:00Z,1192.15,1193.83,1191.76,1193.44,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T06:00:00Z,1193.44,1194.42,1192.96,1193.87,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T07:00:00Z,1193.88,1194.95,1192.07,1194.27,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T08:00:00Z,1194.22,1195.27,1193.21,1193.49,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T09:00:00Z,1193.49,1195.94,1193.02,1195.59,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T10:00:00Z,1195.53,1196.5,1194.58,1196.31,NaN,NaN,NaN,NaN,NaN,NaN
2023-01-01T11:00:00Z,1196.31,1196.93,1194.94,1195.72,NaN,NaN,NaN,NaN,1194.2633333333333,NaN
2023-01-01T12:00:00Z,1195.71,1198.11,1195.12,1196.6,NaN,NaN,NaN,NaN,1194.6228205128205,NaN
2023-01-01T13:00:00Z,1196.6,1196.87,1192.75,1194.54,NaN,NaN,NaN,NaN,1194.6100788954634,NaN
2023-01-01T14:00:00Z,1194.57,1195.43,1193.67,1194.02,NaN,NaN,NaN,NaN,1194.5192975269306,NaN
2023-01-01T15:00:00Z,1194.02,1196.31,1193.51,1196.07,NaN,NaN,NaN,NaN,1194.757867138172,NaN
2023-01-01T16:00:00Z,1196.07,1197.7,1195.01,1196.74,NaN,NaN,NaN,NaN,1195.0628106553763,NaN
2023-01-01T17:00:00Z,1196.65,1202.67,1196.53,1199.98,NaN,NaN,NaN,NaN,1195.8193013237799,NaN
2023-01-01T18:00:00Z,1200.03,1202.41,1199.97,1200.37,NaN,NaN,NaN,NaN,1196.5194088124292,NaN
2023-01-01T19:00:00Z,1200.42,1203.86,1200.33,1201.11,1195.5295,NaN,NaN,NaN,1197.225653610517,NaN
2023-01-01T20:00:00Z,1201.2,1204.17,1200.69,1200.85,1196.0362142857143,NaN,NaN,NaN,1197.783245362745,1195.782857142857
2023-01-01T21:00:00Z,1200.89,1202.5,1199.91,1202.17,1196.6203843537414,NaN,NaN,NaN,1198.4581306915534,1196.3635064935063
2023-01-01T22:00:00Z,1202.17,1203.42,1199.66,1200.52,1196.9917763200517,NaN,NaN,NaN,1198.7753413543912,1196.7413695395512
2023-01-01T23:00:00Z,1200.42,1202.12,1198.71,1199.92,1197.270654765761,NaN,NaN,NaN,1198.9514426844848,1197.0303359450465
2023-01-02T00:00:00Z,1199.97,1200.64,1196.83,1197.76,1197.3172590737838,NaN,NaN,NaN,1198.7681438099487,1197.0966690409514
2023-01-02T01:00:00Z,1197.76,1197.81,1192.41,1194.43,1197.0422820191377,NaN,NaN,NaN,1198.1007370699565,1196.8542445826831
2023-01-02T02:00:00Z,1194.49,1196.75,1193.56,1196.24,1196.9658742077913,NaN,NaN,NaN,1197.8144698284248,1196.7984041660757
2023-01-02T03:00:00Z,1196.12,1203,1195.82,1201.26,1197.3748385689541,NaN,NaN,NaN,1198.3445513932825,1197.2040037873414
2023-01-02T04:00:00Z,1201.27,1202.46,1199.23,1201.36,1197.7543777528633,NaN,NaN,NaN,1198.8084665635467,1197.5818216248558
2023-01-02T05:00:00Z,1201.35,1202.63,1199.58,1201.81,1198.1406274906858,NaN,NaN,NaN,1199.2702409383858,1197.9662014771416
2023-01-02T06:00:00Z,1201.78,1203.53,1199.86,1200.94,1198.4072343963348,NaN,NaN,NaN,1199.5271269478649,1198.2365467974014
2023-01-02T07:00:00Z,1200.93,1220.24,1200.61,1212.54,1199.7532120728745,NaN,NaN,NaN,1201.529107417424,1199.5368607249104
2023-01-02T08:00:00Z,1212.54,1216.89,1211.87,1215.4,1201.2433823516483,NaN,NaN,NaN,1203.6630908916666,1200.978964295373
2023-01-02T09:00:00Z,1215.42,1219.2,1215.02,1216.83,1202.7278221276817,NaN,NaN,NaN,1205.6887692160255,1202.4199675412483
2023-01-02T10:00:00Z,1216.9,1224.59,1216.07,1216.98,1204.085172401236,NaN,NaN,NaN,1207.4258816443294,1203.7436068556804
2023-01-02T11:00:00Z,1216.92,1217.46,1213.57,1216.76,1205.2922988392133,NaN,NaN,NaN,1208.861899852894,1204.9269153233458
2023-01-02T12:00:00Z,1216.72,1218.22,1215.75,1215.96,1206.308270378336,NaN,NaN,NaN,1209.9539152601412,1205.9299230212234
2023-01-02T13:00:00Z,1215.97,1216.38,1213.09,1214.16,1207.0560541518278,NaN,NaN,NaN,1210.6010052201195,1206.6781118374759
2023-01-02T14:00:00Z,1214.19,1218.63,1214.16,1216.41,1207.946906137368,NaN,NaN,NaN,1211.4946967247165,1207.56282894316
2023-01-02T15:00:00Z,1216.32,1220.55,1215.04,1218.25,1208.9281531719043,NaN,NaN,NaN,1212.5339741516832,1208.5343899483273
2023-01-02T16:00:00Z,1218.26,1219.28,1215.65,1216.05,1209.6064242983896,NaN,NaN,NaN,1213.0749012052704,1209.217627225752
2023-01-02T17:00:00Z,1216.06,1217.13,1215.21,1216.64,1210.276288650924,NaN,NaN,NaN,1213.623377942921,1209.8923883870473
2023-01-02T18:00:00Z,1216.6,1218.7,1216.16,1217.59,1210.9728325889312,NaN,NaN,NaN,1214.2336274901638,1210.592171260952
2023-01-02T19:00:00Z,1217.64,1218.76,1216.63,1218.46,1211.6858961518901,NaN,NaN,NaN,1214.8838386455232,1211.3074284190473
2023-01-02T20:00:00Z,1218.36,1218.66,1215.97,1218.04,1212.291048899329,NaN,NaN,NaN,1215.3694019308273,1211.919480380952
2023-01-02T21:00:00Z,1218.04,1222.95,1217.58,1219.29,1212.9576156708215,NaN,NaN,NaN,1215.9725708645462,1212.5895276190474
2023-01-02T22:00:00Z,1219.21,1219.9,1210.81,1214.91,1213.1435570355052,NaN,NaN,NaN,1215.8090984238468,1212.8004796536795
2023-01-02T23:00:00Z,1214.93,1217.17,1212.16,1213.69,1213.1955992225999,NaN,NaN,NaN,1215.4830832817165,1212.8813451397086
2023-01-03T00:00:00Z,1213.77,1216.7,1212.51,1215.41,1213.4064945347332,NaN,NaN,NaN,1215.471839699914,1213.1112228542806
2023-01-03T01:00:00Z,1215.43,1215.8,1211.03,1213.73,1213.4373045790444,1204.299,NaN,NaN,1215.2038643614658,1213.1674753220734
2023-01-03T02:00:00Z,1213.73,1215.14,1212.7,1213.8,1213.4718470000878,1204.6715882352942,NaN,NaN,1214.9878852289326,1213.2249775655214
2023-01-03T03:00:00Z,1213.8,1216.07,1212.59,1215.23,1213.6392901429365,1205.085643598616,NaN,NaN,1215.0251336552506,1213.4072523322923
