time,open,high,low,close,EMA Small,EMA Big
2016-04-27T17:00:00Z,456.05,456.2,454.42,454.49,458.4970924067086,460.0499576886747
2016-04-27T18:00:00Z,454.49,455.38,453.35,455.27,458.00061665183034,459.61541608061333
2016-04-27T19:00:00Z,454.12,455.15,452.55,452.96,457.22513716693334,459.01037825510303
2016-04-27T20:00:00Z,453.65,453.65,452.56,453.62,456.6705006797128,458.52034386827546
2016-04-27T21:00:00Z,453.62,453.62,446.13,450,455.6442698059108,457.7457671529777
2016-04-27T22:00:00Z,449.34,451.92,445.42,447.29,454.3589975280784,456.79524286634336
2016-04-27T23:00:00Z,448.34,449.1,443.2,445.38,452.9776132929894,455.7574935148576
2016-04-28T00:00:00Z,445.39,446.22,435,435,450.2118266325295,453.8704486498705
2016-04-28T01:00:00Z,436.72,443.03,435,442.96,449.0961609967557,452.8785896817005
2016-04-28T02:00:00Z,442.97,443.64,440.83,442.88,448.1398285357164,451.9696269833641
2016-04-28T03:00:00Z,441.53,443.19,439.29,440.99,447.03985491483695,450.97147907578557
2016-04-28T04:00:00Z,439.92,440.98,436.13,440.8,446.0798772356313,450.04679915980506
2016-04-28T05:00:00Z,439.35,442,439.35,441.13,445.31835766091876,449.2361810543682
2016-04-28T06:00:00Z,441.15,442.79,439.82,442.03,444.8124564823159,448.5810736857893
2016-04-28T07:00:00Z,442.52,447.03,442.05,445.61,444.93515548503655,448.3109760779903
2016-04-28T08:00:00Z,445.61,446.95,443.79,444.73,444.9035931027232,447.985432798173
2016-04-28T09:00:00Z,444.73,444.75,442.11,442.84,444.5861172407658,447.5176661801573
2016-04-28T10:00:00Z,442.83,445.89,442.16,445.89,444.7867145883403,447.3696965274157
2016-04-28T11:00:00Z,445.29,446.48,445,445.22,444.8533738824418,447.17426957037793
2016-04-28T12:00:00Z,445.74,448.51,445.42,448.02,445.34054713129694,447.25115415488904
2016-04-28T13:00:00Z,448.02,448.53,445,445.6,445.38046295725127,447.1010492317173
2016-04-28T14:00:00Z,445.59,446.77,445.12,446.77,445.5942378869049,447.07095384701574
2016-04-28T15:00:00Z,446.77,450.4,446,450.18,446.299739750458,447.35359440637797
2016-04-28T16:00:00Z,450.18,451,448.02,448.5,446.6382413273106,447.45781309670724
2016-04-28T17:00:00Z,448.13,450,447.01,448.8,446.9708195846474,447.5798300879157
2016-04-28T18:00:00Z,449.48,450,447.18,447.2,447.00607811008626,447.5453000799234
2016-04-28T19:00:00Z,447.2,449,447.1,447.75,447.1205276316115,447.56390916356673
2016-04-28T20:00:00Z,448.92,449.91,448.16,449.91,447.5496772267482,447.77719014869706
